id,group_key,split
8885,group_6136,test
8887,group_6178,validation
8888,group_6179,train
8889,group_6180,train
8890,group_6181,train
8891,group_6182,train
8892,group_6183,train
8895,group_6184,train
8896,group_6185,train
8897,group_6186,train
8898,group_6187,train
8899,group_6188,test
8900,group_6187,train
8901,group_6190,train
8903,group_6191,train
8904,group_6192,test
8905,group_6193,train
8907,group_6194,train
8908,group_6195,train
8909,group_6196,train
8910,group_6197,test
8911,group_6198,test
8912,group_6199,train
8913,group_6199,train
8914,group_6201,test
8915,group_6202,train
8916,group_6203,test
8917,group_6204,validation
8918,group_6205,train
8919,group_6206,train
8920,group_6207,train
8921,group_6208,train
8922,group_6209,train
8923,group_6210,train
8924,group_6211,validation
8925,group_6212,train
8926,group_6213,validation
8927,group_6214,train
8928,group_6215,train
8929,group_6216,test
8930,group_6217,test
8931,group_6218,train
8932,group_6219,train
8933,group_6220,train
8934,group_6221,train
8935,group_6222,train
8936,group_6223,train
8937,group_6135,validation
8938,group_5977,train
8939,group_6226,train
8940,group_6226,train
8941,group_6228,train
8942,group_6229,test
8943,group_6228,train
8944,group_6228,train
8946,group_6232,test
8947,group_6233,train
8948,group_6234,train
8949,group_6233,train
8950,group_6236,validation
8951,group_6237,test
8952,group_6238,train
8954,group_6239,train
8955,group_6190,train
8956,group_6241,train
8957,group_6241,train
8958,group_6243,train
8959,group_6244,train
8960,group_6245,train
8961,group_6246,test
8962,group_6247,train
8963,group_6248,train
8964,group_6249,train
8965,group_6250,train
8966,group_6251,train
8967,group_6252,train
8968,group_6253,train
8969,group_6254,train
8970,group_6255,train
8971,group_6256,test
8972,group_6257,train
8973,group_6258,train
8974,group_6259,train
8975,group_6260,validation
8976,group_6261,validation
8977,group_6262,train
8978,group_6263,test
8979,group_6264,train
8980,group_6265,train
8981,group_6266,train
8982,group_6267,train
8983,group_6268,train
8984,group_6269,train
8986,group_6270,train
8987,group_6271,train
8988,group_6272,train
8989,group_6273,test
8990,group_6274,train
8991,group_6275,train
8992,group_6276,train
8993,group_6277,train
8994,group_6278,test
8995,group_6279,train
8996,group_6280,test
8997,group_6281,train
8998,group_6282,train
8999,group_6283,train
9000,group_6284,validation
9001,group_6285,train
9002,group_6286,train
9003,group_6287,train
9004,group_6288,train
9005,group_6289,train
9007,group_6290,train
9008,group_6291,train
9009,group_6292,validation
9010,group_6293,train
9011,group_6294,train
9012,group_6295,train
9013,group_6296,train
9014,group_6297,validation
9015,group_6298,train
9016,group_6299,train
9017,group_6300,validation
9018,group_6301,train
9019,group_6302,train
9020,group_6303,train
9022,group_6304,train
9023,group_6305,validation
9024,group_6306,train
9025,group_6307,train
9026,group_6308,train
9027,group_6309,train
9028,group_6310,test
9029,group_6310,test
9030,group_6312,train
9031,group_6313,train
9032,group_6314,validation
9033,group_6315,train
9034,group_6316,train
9035,group_6317,train
9036,group_6318,test
9037,group_6319,test
9038,group_6320,train
9039,group_6321,train
9040,group_6322,validation
9041,group_6323,train
9042,group_6324,test
9043,group_6325,train
9044,group_6326,test
9045,group_6327,train
9046,group_6328,validation
9047,group_6329,train
9048,group_6330,train
9049,group_6331,train
9050,group_6332,test
9051,group_6333,test
9052,group_6334,train
9053,group_6335,train
9054,group_6336,test
9055,group_6337,train
9056,group_6338,train
9057,group_6339,train
9058,group_6340,train
9059,group_6341,train
9060,group_6342,validation
9061,group_6147,train
9062,group_6344,validation
9063,group_6344,validation
9064,group_6148,train
9065,group_6148,train
9066,group_6147,train
9067,group_6147,train
9069,group_6167,train
9070,group_6167,train
9071,group_6352,train
9072,group_6352,train
9073,group_6352,train
9074,group_6352,train
9075,group_6356,train
9076,group_6357,test
9077,group_6358,train
9078,group_6359,validation
9079,group_6360,train
9080,group_6361,train
9081,group_6362,train
9082,group_6363,train
9083,group_6364,validation
9084,group_6365,train
9085,group_6366,validation
9086,group_6367,train
9087,group_6368,train
9088,group_6369,validation
9089,group_6370,train
9090,group_6371,train
9091,group_6372,test
9092,group_6373,train
9093,group_6374,train
9094,group_6375,train
9095,group_6376,train
9096,group_6377,train
9097,group_6378,train
9099,group_6379,validation
9100,group_6380,train
9101,group_6381,train
9102,group_6382,train
9103,group_6383,train
9104,group_6384,train
9105,group_6385,train
9106,group_6386,train
9107,group_6387,train
9108,group_6388,train
9109,group_6389,train
9110,group_6390,validation
9111,group_6391,test
9112,group_6392,train
9113,group_6393,train
9114,group_6394,train
9115,group_6395,train
9116,group_6396,train
9117,group_6397,test
9118,group_6398,validation
9119,group_6399,validation
9120,group_6400,test
9121,group_6401,train
9122,group_6402,train
9123,group_6403,validation
9124,group_6404,validation
9125,group_6405,validation
9126,group_6406,train
9127,group_6407,test
9128,group_6408,validation
9129,group_6409,train
9130,group_6410,train
9131,group_6411,validation
9132,group_6412,train
9133,group_6413,test
9134,group_6414,train
9135,group_6415,train
9136,group_6416,train
9137,group_6417,train
9138,group_6418,test
9139,group_6419,train
9140,group_6420,test
9141,group_6421,validation
9142,group_6422,train
9143,group_6423,train
9144,group_6424,train
9145,group_6425,train
9146,group_6426,test
9147,group_6427,train
9148,group_6428,test
9149,group_6429,train
9150,group_6430,train
9151,group_6431,validation
9152,group_6432,train
9153,group_6433,train
9154,group_6431,validation
9155,group_6435,validation
9156,group_6436,train
9157,group_6437,train
9158,group_6438,train
9160,group_6439,train
9161,group_6440,test
9162,group_6441,train
9163,group_6442,train
9164,group_6443,train
9166,group_6444,train
9167,group_6445,test
9168,group_6446,train
9169,group_6447,train
9170,group_6448,train
9171,group_6449,train
9173,group_6450,train
9174,group_6451,train
9175,group_6452,train
9176,group_6453,train
9177,group_6454,train
9178,group_6455,train
9179,group_6456,train
9180,group_6457,train
9181,group_6458,train
9182,group_6459,validation
9186,group_6460,test
9187,group_6461,train
9189,group_6462,test
9191,group_6463,validation
9195,group_6464,train
9196,group_6465,train
9197,group_6466,train
9198,group_6467,train
9199,group_6468,train
9200,group_6469,train
9201,group_6470,test
9202,group_6471,train
9203,group_6472,test
9204,group_6473,test
9205,group_6474,train
9206,group_6475,train
9207,group_6476,train
9208,group_6477,train
9209,group_6478,train
9210,group_6479,test
9211,group_6480,train
9212,group_6481,train
9213,group_6482,train
9214,group_6483,train
9215,group_6484,train
9216,group_6485,train
9217,group_6486,validation
9218,group_6487,test
9219,group_6488,validation
9220,group_6489,train
9221,group_6490,train
9222,group_6491,train
9223,group_6492,train
9225,group_6493,train
9226,group_6147,train
9227,group_6495,validation
9229,group_6148,train
9230,group_6147,train
9231,group_6150,train
9233,group_6148,train
9235,group_6495,validation
9236,group_6149,test
9237,group_6148,train
9239,group_6160,train
9240,group_6504,validation
9241,group_6148,train
9242,group_6506,train
9243,group_6148,train
9244,group_6148,train
9245,group_6148,train
9246,group_6148,train
9247,group_6147,train
9248,group_6154,validation
9249,group_6513,train
9250,group_6161,train
9251,group_6160,train
9252,group_6149,test
9253,group_6154,validation
9254,group_6352,train
9255,group_6160,train
9256,group_6148,train
9257,group_6148,train
9258,group_6160,train
9259,group_6148,train
9260,group_6148,train
9261,group_6161,train
9262,group_6148,train
9263,group_5925,train
9264,group_4736,train
9265,group_6529,train
9266,group_5929,train
9267,group_5929,train
9268,group_4736,train
9269,group_6533,validation
9270,group_6534,train
9271,group_6535,test
9272,group_6536,train
9273,group_6537,train
9274,group_6538,test
9289,group_6539,train
9305,group_6540,train
9309,group_6541,train
9310,group_6542,train
9321,group_6543,train
9323,group_6544,train
9330,group_6545,train
9331,group_6546,train
9332,group_6547,train
9333,group_6548,validation
9334,group_6549,train
9335,group_6550,test
9336,group_6551,test
9337,group_6552,train
9338,group_6553,test
9339,group_6554,train
9340,group_6555,test
9341,group_6556,train
9342,group_6557,test
9343,group_6558,train
9344,group_6559,validation
9345,group_6560,train
9346,group_6561,test
9347,group_6562,train
9348,group_6563,train
9350,group_6564,train
9351,group_6565,train
9352,group_6566,train
9354,group_6567,train
9355,group_6568,train
9356,group_6569,test
9357,group_6570,train
9358,group_6571,train
9359,group_6572,train
9360,group_6573,train
9361,group_6574,train
9362,group_6575,test
9363,group_6576,train
9364,group_6577,train
9365,group_6578,train
9366,group_6579,test
9367,group_6580,train
9368,group_6581,train
9369,group_6582,validation
9370,group_6583,train
9371,group_6584,train
9372,group_6585,validation
9373,group_6586,test
9374,group_6587,train
9375,group_6588,train
9376,group_6574,train
9377,group_6588,train
9378,group_6591,train
9379,group_6592,train
9380,group_6593,train
9381,group_6594,validation
9382,group_6595,train
9383,group_6596,train
9384,group_6597,test
9385,group_6598,validation
9386,group_6599,train
9387,group_6600,validation
9389,group_6601,train
9390,group_6602,test
9391,group_6603,train
9392,group_6604,train
9393,group_6605,test
9394,group_6606,train
9395,group_6607,validation
9396,group_6608,train
9397,group_6609,train
9398,group_6610,train
9399,group_6611,train
9400,group_6612,test
9401,group_6613,train
9402,group_6614,test
9403,group_6615,train
9404,group_6616,train
9405,group_6617,train
9406,group_6618,train
9407,group_6619,test
9408,group_5965,validation
9409,group_6031,train
9410,group_6031,train
9411,group_6623,train
9412,group_6624,train
9413,group_6625,train
9415,group_6626,train
9416,group_6627,train
9417,group_6627,train
9418,group_6629,test
9419,group_6629,test
9420,group_6631,train
9421,group_6631,train
9422,group_6633,train
9423,group_6633,train
9424,group_6635,train
9425,group_6635,train
9426,group_6637,train
9427,group_6637,train
9428,group_6639,train
9430,group_6640,train
9431,group_6641,validation
9432,group_6642,train
9433,group_6643,test
9434,group_6644,train
9435,group_6645,train
9436,group_6646,train
9437,group_6647,train
9438,group_5889,train
9439,group_6649,train
9440,group_5889,train
9441,group_6651,train
9442,group_6652,train
9443,group_6653,validation
9444,group_6654,train
9445,group_6655,test
9447,group_6656,train
9449,group_6657,train
9450,group_6657,train
9451,group_6659,train
9452,group_6659,train
9453,group_6971,validation
9454,group_6971,validation
9455,group_6663,train
9456,group_6663,train
9457,group_6665,validation
9458,group_6665,validation
9460,group_6667,train
9461,group_6971,validation
9462,group_6971,validation
9463,group_6670,validation
9464,group_6670,validation
9465,group_6672,train
9466,group_6672,train
9469,group_6670,validation
9470,group_6670,validation
9471,group_6676,train
9472,group_6676,train
9473,group_6678,train
9474,group_6678,train
9475,group_6680,validation
9476,group_6680,validation
9477,group_6181,train
9478,group_6181,train
9479,group_6684,train
9480,group_6684,train
9481,group_6686,train
9482,group_6686,train
9483,group_6688,validation
9484,group_6689,train
9485,group_6690,train
9486,group_6691,train
9487,group_6692,train
9488,group_6693,validation
9489,group_6694,train
9490,group_6695,train
9491,group_6696,train
9492,group_6697,train
9493,group_6698,validation
9494,group_6699,train
9495,group_6699,train
9496,group_6701,train
9497,group_6702,train
9498,group_6703,validation
9500,group_6704,train
9501,group_6704,train
9502,group_6706,train
9503,group_6706,train
9504,group_6708,train
9506,group_6709,validation
9507,group_6709,validation
9508,group_6711,train
9509,group_6712,train
9510,group_6713,train
9511,group_403,train
9512,group_6715,train
9514,group_6716,train
9517,group_6717,train
9519,group_6718,validation
9520,group_6718,validation
9521,group_6720,test
9522,group_6720,test
9523,group_6722,train
9524,group_6723,train
9525,group_6724,test
9526,group_6725,train
9527,group_6726,test
9528,group_6727,train
9529,group_6728,train
9530,group_6729,train
9531,group_6730,test
9532,group_6731,train
9533,group_6732,test
9534,group_6733,test
9535,group_6734,train
9536,group_6735,validation
9537,group_6736,train
9538,group_6737,train
9539,group_6738,test
9540,group_6739,test
9541,group_6740,train
9542,group_6741,train
9543,group_6742,train
9545,group_535,test
9546,group_6744,train
9547,group_6745,validation
9548,group_6746,train
9549,group_6747,validation
9550,group_6748,validation
9551,group_6749,validation
9552,group_6750,train
9553,group_6751,validation
9554,group_6752,train
9555,group_6753,train
9556,group_6754,train
9557,group_6755,train
9558,group_6756,train
9559,group_6757,train
9560,group_6758,test
9562,group_6759,validation
9563,group_6760,train
9565,group_6761,train
9566,group_6761,train
9567,group_6763,train
9569,group_6764,train
9570,group_6764,train
9571,group_6766,test
9572,group_6767,train
9573,group_6768,train
9574,group_6769,train
9575,group_6770,train
9576,group_6771,test
9577,group_6772,train
9578,group_6773,validation
9579,group_6774,train
9580,group_6775,train
9581,group_6776,validation
9582,group_6777,validation
9583,group_6778,test
9584,group_6779,train
9585,group_6780,train
9586,group_6781,train
9587,group_6782,train
9588,group_6783,train
9589,group_6784,train
9590,group_6784,train
9591,group_6786,train
9592,group_6786,train
9593,group_6788,validation
9594,group_6789,validation
9595,group_6529,train
9596,group_6788,validation
9597,group_5929,train
9598,group_5925,train
9599,group_6794,train
9600,group_6783,train
9601,group_6796,train
9602,group_4729,train
9603,group_6798,test
9604,group_6799,train
9605,group_6800,train
9606,group_6076,validation
9607,group_6037,train
9608,group_6038,train
9609,group_6037,train
9610,group_6038,train
9611,group_6090,train
9612,group_6041,train
9613,group_6091,test
9614,group_6063,train
9615,group_6042,train
9616,group_6043,validation
9617,group_6078,train
9618,group_6063,train
9619,group_6063,train
9620,group_6052,validation
9621,group_6063,train
9622,group_6047,train
9623,group_6079,train
9624,group_6048,test
9627,group_6060,train
9628,group_6821,train
9630,group_6037,train
9631,group_6080,train
9632,group_6049,validation
9633,group_6092,train
9634,group_6093,train
9635,group_6092,train
9636,group_6828,test
9637,group_6081,test
9638,group_6062,test
9639,group_6063,train
9640,group_6063,train
9641,group_6052,validation
9642,group_6093,train
9643,group_6058,test
9644,group_6058,test
9645,group_6055,train
9646,group_6056,train
9647,group_6058,test
9648,group_6534,train
9649,group_6082,validation
9650,group_6083,train
9651,group_6058,test
9652,group_6184,train
9653,group_6185,train
9654,group_6186,train
9655,group_6187,train
9656,group_6084,train
9657,group_6226,train
9658,group_6226,train
9659,group_6228,train
9660,group_6229,test
9661,group_6228,train
9662,group_6228,train
9664,group_6188,test
9665,group_6085,train
9666,group_6187,train
9667,group_6086,test
9669,group_6063,train
9670,group_6860,train
9671,group_6861,test
9672,group_6862,train
9673,group_6863,train
9674,group_6864,validation
9675,group_6865,train
9676,group_6866,train
9677,group_6867,train
9678,group_6868,test
9679,group_6869,train
9680,group_6870,validation
9681,group_6871,train
9682,group_6872,train
9683,group_6873,train
9684,group_6874,train
9685,group_6875,validation
9686,group_6876,train
9687,group_6877,train
9688,group_6878,validation
9689,group_6879,train
9690,group_6880,validation
9691,group_6879,train
9692,group_6882,train
9694,group_6883,train
9695,group_6883,train
9696,group_6885,train
9697,group_6886,validation
9698,group_6886,validation
9699,group_6888,train
9700,group_6889,validation
9701,group_6890,validation
9702,group_6891,train
9703,group_6892,train
9704,group_6893,train
9705,group_6894,train
9706,group_6895,test
9707,group_6896,test
9708,group_6788,validation
9709,group_6898,train
9710,group_6788,validation
9711,group_6900,test
9712,group_6788,validation
9713,group_6902,test
9714,group_6903,train
9715,group_6888,train
9716,group_6894,train
9717,group_6906,validation
9718,group_6896,test
9719,group_6895,test
9720,group_6909,train
9722,group_6910,train
9726,group_6911,test
9729,group_6912,train
9730,group_6913,train
9732,group_6914,train
9733,group_6915,train
9738,group_6916,train
9748,group_6917,train
9752,group_6918,train
9754,group_6919,train
9755,group_6920,train
9756,group_6902,test
9757,group_6879,train
9758,group_6923,train
9759,group_6924,train
9760,group_6925,validation
9761,group_6902,test
9762,group_6927,train
9763,group_6928,validation
9764,group_6929,train
9765,group_6930,train
9766,group_6931,train
9767,group_6932,train
9768,group_6933,train
9769,group_6934,train
9770,group_6935,train
9771,group_6936,train
9772,group_6937,train
9773,group_6938,train
9774,group_6939,train
9775,group_6940,train
9776,group_6941,train
9777,group_6942,train
9778,group_6865,train
9779,group_6944,validation
9780,group_6945,validation
9781,group_6946,train
9782,group_6947,train
9783,group_6948,train
9784,group_6949,test
9785,group_6950,train
9788,group_6951,test
9789,group_6952,train
9790,group_6953,validation
9791,group_6954,train
9792,group_6955,test
9793,group_6126,validation
9794,group_6957,test
9795,group_6958,train
9796,group_6959,train
9797,group_6960,train
9798,group_6961,train
9799,group_6962,train
9800,group_6963,train
9801,group_6964,train
9802,group_6965,train
9803,group_6965,train
9804,group_6967,train
9805,group_6967,train
9806,group_6967,train
9807,group_6967,train
9808,group_6971,validation
9809,group_6971,validation
9810,group_6973,train
9812,group_6720,test
9814,group_6975,validation
9815,group_6976,test
9816,group_6977,test
9817,group_6978,train
9818,group_6979,train
9819,group_6980,validation
9820,group_6979,train
9821,group_6982,train
9822,group_6983,test
9823,group_6984,validation
9824,group_6985,train
9825,group_6980,validation
9826,group_6985,train
9827,group_6984,validation
9828,group_6985,train
9829,group_6983,test
9830,group_6991,train
9831,group_6979,train
9832,group_6993,train
9833,group_6994,test
9834,group_6983,test
9835,group_6996,train
9836,group_6982,train
9839,group_6998,train
9840,group_6999,validation
9841,group_6999,validation
9842,group_6920,train
9852,group_7002,test
9854,group_7003,train
9856,group_7004,train
9857,group_7005,train
9858,group_7006,test
9859,group_7007,validation
9860,group_7005,train
9862,group_7004,train
9863,group_7010,train
9864,group_7011,train
9865,group_7012,validation
9866,group_7007,validation
9867,group_7014,train
9868,group_7015,train
9869,group_7010,train
9870,group_7017,validation
9871,group_7018,train
9874,group_7019,train
9875,group_7020,train
9876,group_7020,train
9877,group_7022,train
9878,group_7023,train
9879,group_7023,train
9880,group_7025,test
9881,group_7025,test
9882,group_7027,train
9883,group_7027,train
9884,group_7029,train
9885,group_7030,validation
9892,group_7031,train
9894,group_7032,train
9900,group_7033,train
9901,group_7034,test
9902,group_7035,train
9903,group_7036,train
9904,group_7037,train
9906,group_7038,train
9907,group_7039,train
9908,group_7040,test
9909,group_7041,validation
9910,group_7042,train
9911,group_7043,train
9912,group_7044,test
9913,group_7045,train
9914,group_7046,train
9915,group_7047,train
9916,group_7048,train
9917,group_7049,validation
9918,group_7050,train
9919,group_7051,train
9920,group_7052,train
9921,group_7053,test
9922,group_7054,test
9923,group_7055,train
9924,group_7056,validation
9925,group_7057,train
9926,group_7058,train
9927,group_7059,test
9929,group_7060,test
9931,group_3412,validation
9932,group_7062,test
9933,group_7063,train
9934,group_422,train
9935,group_7065,train
9937,group_7066,train
9938,group_7067,train
9940,group_7068,train
9941,group_7069,train
9942,group_7070,train
9943,group_7071,train
9944,group_7072,train
9945,group_7073,validation
9946,group_7074,train
9947,group_7075,train
9948,group_7076,train
9949,group_7077,validation
9950,group_7078,train
9951,group_7079,test
9952,group_7080,validation
9953,group_7081,train
9954,group_6735,validation
9955,group_7083,validation
9956,group_7084,train
9957,group_7085,train
9958,group_7086,train
9959,group_7087,train
9960,group_7088,train
9961,group_7089,train
9962,group_7090,train
9963,group_7091,train
9964,group_7092,test
9965,group_7093,train
9966,group_7094,train
9967,group_7095,train
9968,group_7096,train
9969,group_7097,train
9970,group_7098,train
9971,group_7099,train
9972,group_7100,validation
9973,group_7101,train
9974,group_7102,train
9975,group_6742,train
9976,group_7104,train
9977,group_7105,train
9978,group_7106,validation
9980,group_7107,validation
9981,group_7108,train
9982,group_7109,train
9983,group_7110,train
9984,group_7111,train
9985,group_7112,test
9986,group_7113,train
9987,group_7114,validation
9988,group_7115,validation
9989,group_7116,train
9990,group_6735,validation
9991,group_7118,validation
9992,group_7119,train
9993,group_7120,train
9994,group_7121,train
9995,group_7122,train
9996,group_7123,train
9997,group_7124,train
9998,group_7125,train
9999,group_7126,train
10000,group_7127,validation
10001,group_7128,test
10002,group_7129,test
10003,group_7130,train
10004,group_7131,test
10005,group_7132,train
10006,group_7133,validation
10007,group_7134,train
10008,group_7135,train
10009,group_7136,validation
10010,group_7137,test
10011,group_7138,test
10012,group_7139,train
10013,group_7140,train
10014,group_7141,test
10015,group_7142,train
10016,group_7143,train
10017,group_7144,validation
10018,group_7145,train
10019,group_7146,train
10020,group_7147,test
10021,group_7148,train
10022,group_7083,validation
10023,group_7150,validation
10024,group_7151,train
10025,group_7152,train
10026,group_7153,train
10027,group_7154,train
10028,group_7155,train
10029,group_7156,train
10030,group_7157,train
10031,group_7158,validation
10032,group_7159,train
10033,group_7160,train
10034,group_7161,test
10035,group_7162,train
10037,group_7163,train
10039,group_7164,train
10040,group_6735,validation
10041,group_7166,train
10042,group_7167,train
10043,group_7168,train
10044,group_7169,train
10045,group_7170,train
10046,group_7171,train
10047,group_7172,train
10048,group_7173,train
10049,group_7174,train
10050,group_7175,train
10051,group_7176,validation
10052,group_7177,train
10053,group_7178,train
10054,group_7179,train
10056,group_7180,train
10057,group_7181,train
10058,group_7182,test
10059,group_7183,validation
10060,group_7184,validation
10061,group_7185,train
10062,group_7186,train
10063,group_7187,train
10064,group_7188,train
10065,group_7189,validation
10066,group_7190,train
10067,group_7191,train
10068,group_7192,train
10069,group_7182,test
10070,group_7194,validation
10071,group_7195,train
10072,group_7196,train
10073,group_7197,test
10074,group_7198,train
10075,group_7199,validation
10076,group_7200,train
10078,group_7201,train
10079,group_7202,train
10080,group_7203,test
10081,group_7204,train
10082,group_7205,train
10083,group_7206,test
10088,group_7207,test
10089,group_7208,train
10092,group_7207,test
10093,group_7210,train
10095,group_7211,train
10096,group_7212,train
10097,group_7213,validation
10098,group_7214,validation
10099,group_7215,test
10101,group_7216,train
10102,group_7217,validation
10104,group_7218,test
10105,group_7219,train
10106,group_7220,train
10107,group_7221,train
10108,group_7222,train
10109,group_7223,test
10110,group_7224,test
10111,group_7225,train
10112,group_7226,test
10113,group_7227,validation
10114,group_7228,test
10115,group_7229,train
10117,group_7230,train
10122,group_7227,validation
10125,group_7226,test
10126,group_7233,train
10127,group_7234,validation
10128,group_7235,train
10129,group_7236,train
10130,group_7237,validation
10131,group_7238,train
10133,group_7239,validation
10134,group_7240,train
10135,group_7241,test
10136,group_7242,train
10137,group_7243,train
10138,group_7244,test
10139,group_7245,train
10140,group_7246,validation
10141,group_7247,train
10142,group_7248,train
10143,group_7249,train
10144,group_7250,validation
10145,group_7251,train
10146,group_7252,train
10147,group_7253,test
10148,group_7254,train
10149,group_7255,train
10150,group_7256,train
10151,group_7257,train
10152,group_7258,test
10153,group_7259,train
10154,group_7260,train
10155,group_7261,train
10156,group_7254,train
10157,group_7263,train
10158,group_7264,train
10159,group_7265,train
10160,group_7266,train
10161,group_7267,train
10162,group_7266,train
10164,group_7269,train
10166,group_7270,train
10167,group_7271,train
10168,group_7272,train
10169,group_7273,train
10170,group_7274,train
10171,group_7275,validation
10172,group_7276,validation
10173,group_7277,train
10174,group_7278,test
10175,group_7279,train
10176,group_7280,train
10177,group_7281,train
10178,group_7282,train
10179,group_7283,train
10180,group_7284,train
10181,group_7285,test
10182,group_7286,validation
10183,group_7287,train
10184,group_7288,train
10185,group_7288,train
10186,group_7290,train
10187,group_7290,train
10188,group_7292,train
10189,group_7292,train
10190,group_7294,train
10192,group_7295,train
10193,group_7296,train
10194,group_7297,train
10195,group_7298,train
10196,group_7299,train
10197,group_7300,train
10198,group_7301,train
10199,group_7302,test
10200,group_7303,validation
10202,group_7304,train
10203,group_7305,test
10204,group_7306,validation
10205,group_7307,train
10207,group_7308,train
10208,group_7309,train
10209,group_7310,train
10210,group_7311,train
10211,group_7312,train
10213,group_7313,train
10214,group_7307,train
10215,group_7315,train
10216,group_7316,validation
10217,group_7317,validation
10219,group_7318,train
10220,group_7319,train
10221,group_7320,train
10222,group_7321,train
10223,group_7322,train
10224,group_7323,train
10225,group_7324,train
10226,group_7325,train
10227,group_7326,validation
10228,group_7327,train
10229,group_7328,train
10230,group_7329,train
10231,group_7330,train
10235,group_7331,train
10236,group_7332,test
10237,group_7333,validation
10238,group_7334,train
10239,group_7335,validation
10240,group_7336,test
10241,group_7337,test
10242,group_7338,train
10243,group_7339,train
10244,group_7303,validation
10245,group_7341,train
10246,group_7342,train
10247,group_7342,train
10248,group_7344,train
10249,group_7345,train
10250,group_7345,train
10252,group_7347,train
10253,group_7348,train
10254,group_7349,train
10255,group_7350,train
10256,group_7351,test
10257,group_7352,train
10258,group_7353,train
10259,group_7354,train
10260,group_7355,train
10261,group_7356,test
10262,group_7357,train
10263,group_7358,train
10264,group_7359,train
10265,group_7360,train
10266,group_7361,train
10267,group_7362,train
10268,group_7363,train
10269,group_7364,train
10270,group_7365,train
10271,group_7366,validation
10272,group_7367,train
10273,group_7368,test
10274,group_7369,validation
10275,group_7370,train
10276,group_7371,validation
10277,group_7372,test
10278,group_7373,train
10279,group_7374,train
10280,group_7375,train
10281,group_7376,train
10282,group_7377,train
10283,group_7378,train
10284,group_7379,train
10285,group_7380,train
10286,group_7381,train
10287,group_7382,train
10288,group_7383,validation
10289,group_7384,validation
10290,group_7385,test
10292,group_7386,train
10293,group_7387,validation
10294,group_7388,train
10295,group_7389,train
10296,group_7390,validation
10297,group_7391,train
10298,group_7392,train
10299,group_7393,train
10300,group_7394,train
10301,group_7395,train
10302,group_7396,train
10303,group_7397,train
10304,group_7398,train
10305,group_7399,train
10306,group_7400,train
10307,group_7401,test
10308,group_7402,train
10309,group_7403,train
10312,group_7404,train
10313,group_7405,validation
10314,group_7406,validation
10315,group_7407,train
10316,group_7408,train
10317,group_7409,train
10318,group_7410,validation
10319,group_7411,train
10320,group_7412,test
10321,group_7413,train
10322,group_7414,train
10323,group_7415,train
10324,group_7416,train
10325,group_7417,validation
10326,group_7418,train
10327,group_7419,test
10328,group_7420,train
10329,group_7421,train
10330,group_7422,test
10331,group_7423,train
10332,group_7424,train
10333,group_7425,train
10334,group_7426,train
10335,group_7427,train
10336,group_7428,train
10338,group_7429,train
10339,group_7430,train
10340,group_7431,test
10341,group_7432,test
10342,group_7433,test
10343,group_7434,train
10344,group_7435,train
10345,group_7436,train
10346,group_7437,train
10347,group_7438,validation
10348,group_7439,test
10350,group_7440,validation
10351,group_7441,train
10352,group_7442,validation
10354,group_7443,train
10355,group_7444,validation
10356,group_7445,validation
10357,group_7446,train
10358,group_7447,train
10359,group_7448,train
10360,group_7449,test
10361,group_7450,validation
10362,group_7451,train
10363,group_7452,validation
10364,group_7453,test
10365,group_7454,train
10366,group_7455,validation
10367,group_7456,train
10369,group_7457,test
10370,group_7458,train
10371,group_7459,train
10372,group_7460,train
10373,group_7461,train
10374,group_7462,train
10376,group_7463,train
10377,group_7448,train
10378,group_7465,train
10379,group_7466,validation
10380,group_7467,train
10381,group_7445,validation
10382,group_7469,train
10383,group_7470,validation
10384,group_7471,validation
10385,group_7472,train
10386,group_7473,train
10387,group_7474,train
10388,group_7475,train
10389,group_7476,train
10390,group_7477,validation
10391,group_7478,train
10392,group_7479,test
10393,group_7480,train
10394,group_7481,train
10395,group_7482,train
10396,group_7483,train
10397,group_7484,test
10398,group_7485,train
10399,group_7486,train
10400,group_7487,train
10401,group_7488,train
10402,group_7489,validation
10403,group_7490,train
10404,group_7491,train
10405,group_7492,test
10406,group_7493,train
10407,group_7494,train
10408,group_7495,train
10409,group_7496,test
10410,group_7497,train
10411,group_7498,train
10412,group_7499,train
10413,group_7499,train
10414,group_7501,validation
10415,group_7502,train
10418,group_7495,train
10421,group_7445,validation
10423,group_7505,train
10424,group_7506,test
10425,group_7507,train
10426,group_7508,validation
10427,group_7509,train
10428,group_7495,train
10429,group_7511,test
10430,group_7512,train
10431,group_7513,validation
10432,group_7512,train
10433,group_7515,validation
10434,group_7512,train
10435,group_7517,train
10436,group_7518,train
10437,group_7519,train
10438,group_7520,validation
10439,group_7521,test
10440,group_7522,train
10441,group_7523,validation
10442,group_7524,train
10443,group_7525,test
10444,group_7526,train
10445,group_7520,validation
10446,group_7528,train
10447,group_7529,train
10448,group_7530,train
10449,group_7531,test
10450,group_7525,test
10451,group_7525,test
10452,group_7534,test
10453,group_7535,train
10454,group_7535,train
10455,group_7537,train
10456,group_7530,train
10457,group_7518,train
10458,group_7540,train
10459,group_7541,validation
10460,group_7542,train
10461,group_7543,train
10462,group_7543,train
10463,group_7530,train
10464,group_7546,validation
10465,group_7547,test
10466,group_7530,train
10467,group_7525,test
10468,group_7525,test
10469,group_7529,train
10470,group_7552,train
10471,group_7553,test
10472,group_7554,train
