id,image_path,articleType,baseColour,gender,usage,subCategory
18523,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18523.jpg,Jackets,Black,Men,Casual,Topwear
18524,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18524.jpg,Jackets,Black,Women,Casual,Topwear
18525,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18525.jpg,Watches,Blue,Boys,Casual,Watches
18526,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18526.jpg,Watches,Green,Boys,Casual,Watches
18528,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18528.jpg,Watches,Green,Boys,Casual,Watches
18529,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18529.jpg,Watches,Red,Boys,Casual,Watches
18531,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18531.jpg,Watches,Orange,Boys,Casual,Watches
18532,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18532.jpg,Watches,Blue,Boys,Casual,Watches
18533,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18533.jpg,Watches,Pink,Girls,Casual,Watches
18536,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18536.jpg,Sports Shoes,White,Men,Sports,Shoes
18537,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18537.jpg,Casual Shoes,Black,Unisex,Casual,Shoes
18538,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18538.jpg,Casual Shoes,Red,Unisex,Casual,Shoes
18539,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18539.jpg,Casual Shoes,Blue,Unisex,Casual,Shoes
18541,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18541.jpg,Flats,Red,Women,Casual,Shoes
18542,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18542.jpg,Casual Shoes,Black,Women,Casual,Shoes
18544,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18544.jpg,Heels,Blue,Women,Casual,Shoes
18545,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18545.jpg,Casual Shoes,Black,Women,Casual,Shoes
18548,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18548.jpg,Casual Shoes,Beige,Women,Casual,Shoes
18549,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18549.jpg,Flats,Purple,Women,Casual,Shoes
18550,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18550.jpg,Casual Shoes,Brown,Women,Casual,Shoes
18551,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18551.jpg,Flats,Brown,Women,Casual,Shoes
18552,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18552.jpg,Flats,Black,Women,Casual,Shoes
18555,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18555.jpg,Heels,Brown,Women,Casual,Shoes
18556,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18556.jpg,Heels,Brown,Women,Casual,Shoes
18557,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18557.jpg,Heels,Black,Women,Casual,Shoes
18558,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18558.jpg,Heels,Tan,Women,Casual,Shoes
18559,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18559.jpg,Heels,Brown,Women,Casual,Shoes
18561,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18561.jpg,Casual Shoes,Blue,Women,Casual,Shoes
18562,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18562.jpg,Flats,Beige,Women,Casual,Shoes
18564,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18564.jpg,Flats,Teal,Women,Casual,Shoes
18565,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18565.jpg,Belts,Black,Men,Casual,Belts
18566,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18566.jpg,Wallets,Black,Women,Casual,Wallets
18568,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18568.jpg,Casual Shoes,White,Men,Casual,Shoes
18570,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18570.jpg,Tshirts,Red,Men,Casual,Topwear
18571,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18571.jpg,Sweaters,Grey,Men,Casual,Topwear
18574,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18574.jpg,Tshirts,Black,Men,Casual,Topwear
18575,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18575.jpg,Tshirts,White,Men,Casual,Topwear
18576,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18576.jpg,Tshirts,Red,Men,Casual,Topwear
18580,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18580.jpg,Socks,White,Men,Sports,Socks
18582,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18582.jpg,Socks,Black,Women,Casual,Socks
18583,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18583.jpg,Socks,Pink,Women,Casual,Socks
18585,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18585.jpg,Socks,Navy Blue,Men,Casual,Socks
18586,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18586.jpg,Socks,Olive,Men,Casual,Socks
18587,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18587.jpg,Socks,Black,Men,Casual,Socks
18588,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18588.jpg,Socks,Black,Men,Casual,Socks
18592,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18592.jpg,Socks,White,Men,Sports,Socks
18593,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18593.jpg,Sports Shoes,White,Men,Sports,Shoes
18594,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18594.jpg,Wallets,Brown,Men,Casual,Wallets
18595,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18595.jpg,Wallets,Black,Men,Casual,Wallets
18596,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18596.jpg,Wallets,Black,Men,Casual,Wallets
18598,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18598.jpg,Sports Sandals,Navy Blue,Men,Casual,Sandal
18599,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18599.jpg,Flip Flops,Black,Men,Casual,Flip Flops
18600,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18600.jpg,Flats,Grey,Women,Casual,Shoes
18602,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18602.jpg,Sports Shoes,White,Men,Sports,Shoes
18606,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18606.jpg,Belts,Brown,Men,Formal,Belts
18607,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18607.jpg,Wallets,Brown,Men,Casual,Wallets
18609,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18609.jpg,Tshirts,Red,Men,Casual,Topwear
18610,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18610.jpg,Tshirts,Black,Men,Sports,Topwear
18612,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18612.jpg,Tshirts,Black,Men,Sports,Topwear
18613,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18613.jpg,Tshirts,Olive,Men,Sports,Topwear
18615,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18615.jpg,Tshirts,White,Men,Sports,Topwear
18616,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18616.jpg,Tshirts,Red,Men,Sports,Topwear
18617,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18617.jpg,Tshirts,White,Men,Sports,Topwear
18620,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18620.jpg,Tshirts,Maroon,Men,Casual,Topwear
18621,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18621.jpg,Tshirts,Black,Men,Casual,Topwear
18624,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18624.jpg,Sweaters,Cream,Men,Casual,Topwear
18625,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18625.jpg,Tshirts,Red,Men,Casual,Topwear
18626,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18626.jpg,Tshirts,Grey,Men,Casual,Topwear
18628,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18628.jpg,Sweaters,Brown,Men,Casual,Topwear
18629,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18629.jpg,Tshirts,White,Women,Casual,Topwear
18630,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18630.jpg,Tshirts,Red,Men,Casual,Topwear
18633,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18633.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
18635,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18635.jpg,Tshirts,Red,Men,Sports,Topwear
18636,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18636.jpg,Tshirts,White,Men,Sports,Topwear
18637,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18637.jpg,Tshirts,Navy Blue,Men,Sports,Topwear
18638,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18638.jpg,Tshirts,Black,Men,Sports,Topwear
18640,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18640.jpg,Tshirts,Black,Men,Sports,Topwear
18641,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18641.jpg,Tshirts,Black,Men,Sports,Topwear
18644,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18644.jpg,Track Pants,Red,Women,Sports,Bottomwear
18645,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18645.jpg,Tshirts,Black,Men,Casual,Topwear
18649,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18649.jpg,Flip Flops,Grey,Men,Casual,Flip Flops
18651,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18651.jpg,Sandals,Brown,Men,Casual,Sandal
18653,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18653.jpg,Flip Flops,Black,Men,Casual,Flip Flops
18656,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18656.jpg,Sports Shoes,Black,Men,Sports,Shoes
18657,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18657.jpg,Sports Shoes,Black,Men,Sports,Shoes
18658,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18658.jpg,Casual Shoes,Brown,Men,Casual,Shoes
18659,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18659.jpg,Casual Shoes,Grey,Men,Casual,Shoes
18667,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18667.jpg,Sports Shoes,Grey,Men,Sports,Shoes
18670,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18670.jpg,Sandals,Black,Men,Casual,Sandal
18671,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18671.jpg,Sandals,Grey,Men,Casual,Sandal
18672,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18672.jpg,Sports Shoes,Grey,Men,Sports,Shoes
18673,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18673.jpg,Casual Shoes,Black,Men,Casual,Shoes
18674,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18674.jpg,Sports Shoes,White,Men,Sports,Shoes
18675,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18675.jpg,Sports Shoes,White,Men,Sports,Shoes
18678,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18678.jpg,Trunk,Black,Men,Casual,Innerwear
18679,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18679.jpg,Trunk,Brown,Men,Casual,Innerwear
18681,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18681.jpg,Trunk,Black,Men,Casual,Innerwear
18682,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18682.jpg,Briefs,Black,Men,Casual,Innerwear
18683,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18683.jpg,Briefs,Blue,Men,Casual,Innerwear
18692,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18692.jpg,Trunk,Blue,Men,Casual,Innerwear
18694,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18694.jpg,Trunk,Blue,Men,Casual,Innerwear
18695,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18695.jpg,Trunk,White,Men,Casual,Innerwear
18696,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18696.jpg,Briefs,Black,Men,Casual,Innerwear
18697,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18697.jpg,Briefs,Blue,Men,Casual,Innerwear
18698,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18698.jpg,Briefs,Grey,Men,Casual,Innerwear
18699,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18699.jpg,Briefs,Blue,Men,Casual,Innerwear
18701,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18701.jpg,Briefs,Blue,Men,Casual,Innerwear
18704,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18704.jpg,Briefs,Blue,Men,Casual,Innerwear
18705,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18705.jpg,Briefs,White,Men,Casual,Innerwear
18711,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18711.jpg,Skirts,Brown,Women,Casual,Bottomwear
18712,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18712.jpg,Skirts,Black,Women,Formal,Bottomwear
18713,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18713.jpg,Skirts,Grey,Women,Formal,Bottomwear
18717,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18717.jpg,Tops,Black,Women,Casual,Topwear
18718,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18718.jpg,Tops,Purple,Women,Casual,Topwear
18719,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18719.jpg,Tops,Grey,Women,Casual,Topwear
18722,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18722.jpg,Tops,White,Women,Casual,Topwear
18724,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18724.jpg,Sweaters,Black,Women,Casual,Topwear
18725,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18725.jpg,Sweaters,Purple,Women,Casual,Topwear
18727,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18727.jpg,Sweaters,Navy Blue,Women,Casual,Topwear
18729,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18729.jpg,Sweaters,Magenta,Women,Casual,Topwear
18730,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18730.jpg,Sweaters,Brown,Women,Casual,Topwear
18731,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18731.jpg,Sweaters,Navy Blue,Women,Casual,Topwear
18732,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18732.jpg,Tops,Off White,Women,Casual,Topwear
18733,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18733.jpg,Tops,Black,Women,Casual,Topwear
18734,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18734.jpg,Tops,Off White,Women,Casual,Topwear
18736,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18736.jpg,Dresses,Red,Women,Casual,Dress
18738,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18738.jpg,Tops,Olive,Women,Casual,Topwear
18739,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18739.jpg,Tops,Purple,Women,Casual,Topwear
18740,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18740.jpg,Tops,Olive,Women,Casual,Topwear
18741,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18741.jpg,Tops,Tan,Women,Casual,Topwear
18742,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18742.jpg,Tops,Brown,Women,Casual,Topwear
18744,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18744.jpg,Shirts,Blue,Women,Casual,Topwear
18745,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18745.jpg,Tops,Purple,Women,Casual,Topwear
18746,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18746.jpg,Tops,Black,Women,Casual,Topwear
18747,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18747.jpg,Tops,Magenta,Women,Casual,Topwear
18749,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18749.jpg,Shirts,Red,Women,Casual,Topwear
18750,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18750.jpg,Shirts,Olive,Women,Casual,Topwear
18752,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18752.jpg,Tops,Brown,Women,Casual,Topwear
18753,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18753.jpg,Tops,Blue,Women,Casual,Topwear
18754,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18754.jpg,Dresses,Pink,Women,Casual,Dress
18755,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18755.jpg,Dresses,Blue,Women,Casual,Dress
18756,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18756.jpg,Shirts,Blue,Women,Casual,Topwear
18757,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18757.jpg,Shirts,White,Women,Casual,Topwear
18758,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18758.jpg,Dresses,Black,Women,Casual,Dress
18759,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18759.jpg,Shirts,Blue,Women,Casual,Topwear
18760,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18760.jpg,Shirts,Grey,Women,Casual,Topwear
18761,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18761.jpg,Shirts,White,Women,Casual,Topwear
18762,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18762.jpg,Shirts,Black,Women,Casual,Topwear
18763,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18763.jpg,Shirts,White,Women,Formal,Topwear
18764,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18764.jpg,Shirts,Purple,Women,Casual,Topwear
18765,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18765.jpg,Heels,Brown,Women,Casual,Shoes
18766,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18766.jpg,Ties,Grey,Men,Formal,Ties
18768,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18768.jpg,Ties,Navy Blue,Men,Formal,Ties
18771,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18771.jpg,Ties,Grey,Men,Formal,Ties
18772,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18772.jpg,Ties,Maroon,Men,Formal,Ties
18773,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18773.jpg,Ties,Navy Blue,Men,Formal,Ties
18777,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18777.jpg,Ties,Navy Blue,Men,Formal,Ties
18781,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18781.jpg,Ties,Blue,Men,Formal,Ties
18783,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18783.jpg,Ties,Blue,Men,Formal,Ties
18784,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18784.jpg,Ties,Lavender,Men,Formal,Ties
18786,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18786.jpg,Wallets,Black,Men,Casual,Wallets
18787,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18787.jpg,Wallets,Beige,Men,Casual,Wallets
18789,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18789.jpg,Wallets,Brown,Men,Casual,Wallets
18791,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18791.jpg,Wallets,Black,Men,Casual,Wallets
18792,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18792.jpg,Wallets,Brown,Men,Casual,Wallets
18793,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18793.jpg,Handbags,Beige,Unisex,Casual,Bags
18794,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18794.jpg,Handbags,Beige,Unisex,Casual,Bags
18795,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18795.jpg,Laptop Bag,Beige,Unisex,Casual,Bags
18796,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18796.jpg,Messenger Bag,Olive,Unisex,Casual,Bags
18798,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18798.jpg,Handbags,Beige,Unisex,Casual,Bags
18799,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18799.jpg,Handbags,Khaki,Unisex,Casual,Bags
18801,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18801.jpg,Belts,Brown,Men,Casual,Belts
18803,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18803.jpg,Belts,Brown,Men,Casual,Belts
18804,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18804.jpg,Belts,Green,Men,Casual,Belts
18807,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18807.jpg,Belts,Off White,Men,Casual,Belts
18808,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18808.jpg,Belts,Navy Blue,Men,Casual,Belts
18809,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18809.jpg,Belts,Olive,Men,Casual,Belts
18810,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18810.jpg,Belts,Olive,Men,Casual,Belts
18811,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18811.jpg,Belts,Blue,Men,Casual,Belts
18812,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18812.jpg,Belts,Olive,Men,Casual,Belts
18813,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18813.jpg,Belts,Navy Blue,Men,Casual,Belts
18814,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18814.jpg,Belts,Khaki,Men,Casual,Belts
18815,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18815.jpg,Wallets,Olive,Unisex,Casual,Wallets
18817,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18817.jpg,Wallets,Black,Men,Formal,Wallets
18818,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18818.jpg,Wallets,Black,Men,Formal,Wallets
18819,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18819.jpg,Wallets,Black,Men,Formal,Wallets
18820,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18820.jpg,Wallets,Black,Men,Casual,Wallets
18821,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18821.jpg,Wallets,Tan,Men,Formal,Wallets
18822,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18822.jpg,Wallets,Brown,Men,Formal,Wallets
18823,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18823.jpg,Wallets,Black,Men,Formal,Wallets
18824,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18824.jpg,Wallets,Black,Men,Formal,Wallets
18825,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18825.jpg,Wallets,Brown,Men,Formal,Wallets
18826,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18826.jpg,Wallets,Brown,Men,NA,Wallets
18827,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18827.jpg,Wallets,Black,Men,Formal,Wallets
18828,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18828.jpg,Wallets,Brown,Men,Formal,Wallets
18831,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18831.jpg,Belts,Brown,Men,Formal,Belts
18832,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18832.jpg,Belts,Brown,Men,Formal,Belts
18834,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18834.jpg,Belts,Brown,Men,Formal,Belts
18835,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18835.jpg,Belts,Brown,Men,Formal,Belts
18836,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18836.jpg,Belts,Black,Men,Casual,Belts
18837,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18837.jpg,Belts,Brown,Men,Formal,Belts
18840,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18840.jpg,Belts,Brown,Men,Formal,Belts
18842,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18842.jpg,Tshirts,Blue,Men,Casual,Topwear
18843,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18843.jpg,Tshirts,Red,Men,Casual,Topwear
18845,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18845.jpg,Tshirts,Red,Men,Casual,Topwear
18846,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18846.jpg,Tshirts,Yellow,Men,Casual,Topwear
18848,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18848.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
18849,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18849.jpg,Tshirts,Red,Men,Casual,Topwear
18850,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18850.jpg,Tshirts,Yellow,Men,Casual,Topwear
18851,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18851.jpg,Tshirts,Red,Men,Casual,Topwear
18852,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18852.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
18855,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18855.jpg,Tshirts,Blue,Men,Casual,Topwear
18856,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18856.jpg,Tshirts,White,Men,Casual,Topwear
18859,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18859.jpg,Tshirts,Black,Men,Casual,Topwear
18860,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18860.jpg,Tshirts,White,Men,Casual,Topwear
18861,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18861.jpg,Tshirts,Red,Men,Casual,Topwear
18862,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18862.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
18863,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18863.jpg,Sweatshirts,Red,Men,Casual,Topwear
18864,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18864.jpg,Sweatshirts,Black,Men,Casual,Topwear
18865,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18865.jpg,Sweatshirts,Red,Men,Casual,Topwear
18866,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\18866.jpg,Track Pants,Grey,Men,Casual,Bottomwear
